run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-124625,0,E1,E7,E2,E3,-58.000000
20260612-124625,0,E1,E7,E3,E4,-64.500000
20260612-124625,0,E1,E7,E4,E5,-71.500000
20260612-124625,0,E1,E7,E5,E6,-82.000000
20260612-124625,0,E1,E7,E8,E9,62.000000
20260612-124625,0,E1,E7,E9,E10,-45.500000
20260612-124625,0,E1,E7,E10,E11,-81.500000
20260612-124625,0,E1,E7,E11,E12,30.000000
20260612-124625,0,E2,E8,E3,E4,-85.500000
20260612-124625,0,E2,E8,E4,E5,-78.000000
20260612-124625,0,E2,E8,E5,E6,-88.000000
20260612-124625,0,E2,E8,E6,E7,-84.000000
20260612-124625,0,E2,E8,E9,E10,-48.000000
20260612-124625,0,E2,E8,E10,E11,-158.500000
20260612-124625,0,E2,E8,E11,E12,14.000000
20260612-124625,0,E2,E8,E12,E1,6.000000
20260612-124625,0,E3,E9,E1,E2,29.500000
20260612-124625,0,E3,E9,E4,E5,-38.500000
20260612-124625,0,E3,E9,E5,E6,-88.500000
20260612-124625,0,E3,E9,E6,E7,-85.500000
20260612-124625,0,E3,E9,E7,E8,117.500000
20260612-124625,0,E3,E9,E10,E11,-164.500000
20260612-124625,0,E3,E9,E11,E12,32.500000
20260612-124625,0,E3,E9,E12,E1,4.000000
20260612-124625,0,E4,E10,E1,E2,30.500000
20260612-124625,0,E4,E10,E2,E3,-149.000000
20260612-124625,0,E4,E10,E5,E6,-91.000000
20260612-124625,0,E4,E10,E6,E7,-87.500000
20260612-124625,0,E4,E10,E7,E8,128.000000
20260612-124625,0,E4,E10,E8,E9,54.000000
20260612-124625,0,E4,E10,E11,E12,43.000000
20260612-124625,0,E4,E10,E12,E1,3.000000
20260612-124625,0,E5,E11,E1,E2,28.500000
20260612-124625,0,E5,E11,E2,E3,-152.000000
20260612-124625,0,E5,E11,E3,E4,-72.000000
20260612-124625,0,E5,E11,E6,E7,-88.000000
20260612-124625,0,E5,E11,E7,E8,118.000000
20260612-124625,0,E5,E11,E8,E9,66.000000
20260612-124625,0,E5,E11,E9,E10,-56.000000
20260612-124625,0,E5,E11,E12,E1,6.000000
20260612-124625,0,E6,E12,E1,E2,-9.000000
20260612-124625,0,E6,E12,E2,E3,-160.000000
20260612-124625,0,E6,E12,E3,E4,-76.000000
20260612-124625,0,E6,E12,E4,E5,-83.500000
