run_id,capture,frame_id,pattern,polarity,i_plus,i_minus,v_plus,v_minus,voltage_mv,current_ua,quality,dac_code,settle_ms,sample_count
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E3,E4,317.500000,335.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E4,E5,6.000000,332.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E5,E6,-322.000000,330.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E6,E7,-12.000000,330.000000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E7,E8,6.000000,327.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E8,E9,304.000000,327.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E9,E10,18.000000,327.187000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E10,E11,-410.000000,325.938000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E1,E2,E11,E12,82.000000,325.938000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E3,E4,229.000000,389.062000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E4,E5,5.000000,346.250000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E5,E6,-320.000000,336.562000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E6,E7,-13.500000,335.313000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E7,E8,8.000000,332.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E8,E9,305.500000,333.437000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E9,E10,18.000000,331.563000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E10,E11,-416.000000,330.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E2,E1,E11,E12,83.000000,328.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E4,E5,6.000000,333.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E5,E6,-322.000000,330.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E6,E7,-14.500000,329.688000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E7,E8,9.000000,326.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E8,E9,306.000000,326.563000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E9,E10,18.000000,324.687000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E10,E11,-428.000000,325.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E11,E12,94.000000,324.687000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E2,E3,E12,E1,195.000000,325.312000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E4,E5,11.500000,515.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E5,E6,-246.500000,380.000000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E6,E7,-20.000000,342.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E7,E8,10.000000,340.313000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E8,E9,302.000000,338.125000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E9,E10,18.000000,335.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E10,E11,-438.000000,333.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E11,E12,104.000000,331.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E3,E2,E12,E1,164.000000,331.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E1,E2,32.000000,330.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E5,E6,-320.000000,328.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E6,E7,-20.000000,330.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E7,E8,11.000000,328.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E8,E9,306.000000,328.125000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E9,E10,18.000000,327.187000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E10,E11,-448.000000,327.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E11,E12,112.000000,325.938000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E3,E4,E12,E1,150.000000,327.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E1,E2,-40.000000,420.000000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E5,E6,-236.500000,391.562000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E6,E7,-24.000000,347.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E7,E8,12.000000,344.375000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E8,E9,300.500000,344.063000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E9,E10,17.000000,341.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E10,E11,-452.000000,340.938000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E11,E12,116.000000,339.375000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E4,E3,E12,E1,144.000000,339.062000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E1,E2,-62.000000,336.562000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E2,E3,55.000000,335.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E6,E7,-23.500000,335.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E7,E8,12.000000,335.625000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E8,E9,306.000000,336.250000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E9,E10,18.000000,337.187000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E10,E11,-458.000000,337.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E11,E12,118.000000,336.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E4,E5,E12,E1,138.000000,337.187000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E1,E2,-67.500000,338.125000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E2,E3,8.000000,338.125000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E6,E7,-22.000000,337.187000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E7,E8,14.000000,337.813000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E8,E9,308.000000,338.438000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E9,E10,18.000000,339.375000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E10,E11,-462.000000,338.125000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E11,E12,122.000000,337.813000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E5,E4,E12,E1,134.500000,337.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E1,E2,-70.000000,340.938000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E2,E3,-1.500000,339.375000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E3,E4,290.000000,338.750000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E7,E8,14.000000,336.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E8,E9,308.000000,336.562000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E9,E10,18.000000,335.937000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E10,E11,-462.000000,336.875000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E11,E12,120.000000,336.250000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E5,E6,E12,E1,132.000000,335.313000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E1,E2,-72.000000,339.687000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E2,E3,-4.000000,337.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E3,E4,294.000000,336.562000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E7,E8,14.000000,334.375000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E8,E9,308.000000,332.812000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E9,E10,18.000000,332.500000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E10,E11,-470.000000,332.188000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E11,E12,128.000000,330.000000,OK,100,10,4
20260622-182728,baseline,60,adjacent,REV,E6,E5,E12,E1,130.000000,329.688000,OK,100,10,4
20260622-182728,baseline,60,adjacent,FWD,E6,E7,E1,E2,-74.000000,333.750000,OK,100,10,4
