run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-235528,0,E1,E7,E2,E3,-198.500000
20260612-235528,0,E1,E7,E3,E4,-234.000000
20260612-235528,0,E1,E7,E4,E5,-227.500000
20260612-235528,0,E1,E7,E5,E6,-236.000000
20260612-235528,0,E1,E7,E8,E9,-234.000000
20260612-235528,0,E1,E7,E9,E10,-200.000000
20260612-235528,0,E1,E7,E10,E11,-175.000000
20260612-235528,0,E1,E7,E11,E12,-237.500000
20260612-235528,0,E2,E8,E3,E4,-247.500000
20260612-235528,0,E2,E8,E4,E5,-238.000000
20260612-235528,0,E2,E8,E5,E6,-243.000000
20260612-235528,0,E2,E8,E6,E7,-239.000000
20260612-235528,0,E2,E8,E9,E10,-203.500000
20260612-235528,0,E2,E8,E10,E11,-178.000000
20260612-235528,0,E2,E8,E11,E12,-242.000000
20260612-235528,0,E2,E8,E12,E1,-247.500000
20260612-235528,0,E3,E9,E1,E2,-268.500000
20260612-235528,0,E3,E9,E4,E5,-271.000000
20260612-235528,0,E3,E9,E5,E6,-270.500000
20260612-235528,0,E3,E9,E6,E7,-269.500000
20260612-235528,0,E3,E9,E7,E8,-271.500000
20260612-235528,0,E3,E9,E10,E11,-217.500000
20260612-235528,0,E3,E9,E11,E12,-276.000000
20260612-235528,0,E3,E9,E12,E1,-274.000000
20260612-235528,0,E4,E10,E1,E2,-226.500000
20260612-235528,0,E4,E10,E2,E3,-266.000000
20260612-235528,0,E4,E10,E5,E6,-243.000000
20260612-235528,0,E4,E10,E6,E7,-252.500000
20260612-235528,0,E4,E10,E7,E8,-251.500000
20260612-235528,0,E4,E10,E8,E9,-245.000000
20260612-235528,0,E4,E10,E11,E12,-246.000000
20260612-235528,0,E4,E10,E12,E1,-238.000000
20260612-235528,0,E5,E11,E1,E2,-245.500000
20260612-235528,0,E5,E11,E2,E3,-213.500000
20260612-235528,0,E5,E11,E3,E4,-258.000000
20260612-235528,0,E5,E11,E6,E7,-242.500000
20260612-235528,0,E5,E11,E7,E8,-246.500000
20260612-235528,0,E5,E11,E8,E9,-249.500000
20260612-235528,0,E5,E11,E9,E10,-205.500000
20260612-235528,0,E5,E11,E12,E1,-257.000000
20260612-235528,0,E6,E12,E1,E2,-253.500000
