run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260613-001106,0,E1,E7,E2,E3,9.500000
20260613-001106,0,E1,E7,E3,E4,-10.000000
20260613-001106,0,E1,E7,E4,E5,4.000000
20260613-001106,0,E1,E7,E5,E6,-13.000000
20260613-001106,0,E1,E7,E8,E9,-71.500000
20260613-001106,0,E1,E7,E9,E10,-105.000000
20260613-001106,0,E1,E7,E10,E11,97.500000
20260613-001106,0,E1,E7,E11,E12,69.000000
20260613-001106,0,E2,E8,E3,E4,-11.000000
20260613-001106,0,E2,E8,E4,E5,6.000000
20260613-001106,0,E2,E8,E5,E6,-22.000000
20260613-001106,0,E2,E8,E6,E7,150.000000
20260613-001106,0,E2,E8,E9,E10,-148.000000
20260613-001106,0,E2,E8,E10,E11,124.500000
20260613-001106,0,E2,E8,E11,E12,94.000000
20260613-001106,0,E2,E8,E12,E1,4.000000
20260613-001106,0,E3,E9,E1,E2,4.000000
20260613-001106,0,E3,E9,E4,E5,6.000000
20260613-001106,0,E3,E9,E5,E6,-28.000000
20260613-001106,0,E3,E9,E6,E7,184.500000
20260613-001106,0,E3,E9,E7,E8,-18.000000
20260613-001106,0,E3,E9,E10,E11,145.000000
20260613-001106,0,E3,E9,E11,E12,114.000000
20260613-001106,0,E3,E9,E12,E1,6.000000
20260613-001106,0,E4,E10,E1,E2,4.000000
20260613-001106,0,E4,E10,E2,E3,14.000000
20260613-001106,0,E4,E10,E5,E6,-32.500000
20260613-001106,0,E4,E10,E6,E7,209.000000
20260613-001106,0,E4,E10,E7,E8,-18.000000
20260613-001106,0,E4,E10,E8,E9,-162.000000
20260613-001106,0,E4,E10,E11,E12,130.000000
20260613-001106,0,E4,E10,E12,E1,7.500000
20260613-001106,0,E5,E11,E1,E2,4.000000
20260613-001106,0,E5,E11,E2,E3,14.000000
20260613-001106,0,E5,E11,E3,E4,-12.000000
20260613-001106,0,E5,E11,E6,E7,228.000000
20260613-001106,0,E5,E11,E7,E8,-19.500000
20260613-001106,0,E5,E11,E8,E9,-176.000000
20260613-001106,0,E5,E11,E9,E10,-226.000000
20260613-001106,0,E5,E11,E12,E1,8.000000
20260613-001106,0,E6,E12,E1,E2,4.500000
20260613-001106,0,E6,E12,E2,E3,14.000000
20260613-001106,0,E6,E12,E3,E4,-12.000000
20260613-001106,0,E6,E12,E4,E5,6.500000
20260613-001106,0,E6,E12,E7,E8,-18.000000
20260613-001106,0,E6,E12,E8,E9,-186.500000
20260613-001106,0,E6,E12,E9,E10,-239.500000
20260613-001106,0,E6,E12,E10,E11,180.000000
20260613-001106,0,E7,E1,E2,E3,12.000000
20260613-001106,0,E7,E1,E3,E4,-10.000000
20260613-001106,0,E7,E1,E4,E5,7.500000
20260613-001106,0,E7,E1,E5,E6,-42.000000
20260613-001106,0,E7,E1,E8,E9,-192.000000
20260613-001106,0,E7,E1,E9,E10,-245.000000
20260613-001106,0,E7,E1,E10,E11,180.500000
20260613-001106,0,E7,E1,E11,E12,158.500000
20260613-001106,0,E8,E2,E3,E4,-12.000000
20260613-001106,0,E8,E2,E4,E5,8.000000
20260613-001106,0,E8,E2,E5,E6,-43.500000
20260613-001106,0,E8,E2,E6,E7,270.000000
20260613-001106,0,E8,E2,E9,E10,-262.500000
20260613-001106,0,E8,E2,E10,E11,196.000000
20260613-001106,0,E8,E2,E11,E12,172.500000
20260613-001106,0,E8,E2,E12,E1,10.500000
20260613-001106,0,E9,E3,E1,E2,6.000000
20260613-001106,0,E9,E3,E4,E5,8.000000
20260613-001106,0,E9,E3,E5,E6,-44.000000
20260613-001106,0,E9,E3,E6,E7,280.000000
20260613-001106,0,E9,E3,E7,E8,-20.000000
20260613-001106,0,E9,E3,E10,E11,203.500000
20260613-001106,0,E9,E3,E11,E12,180.000000
20260613-001106,0,E9,E3,E12,E1,12.000000
20260613-001106,0,E10,E4,E1,E2,6.000000
20260613-001106,0,E10,E4,E2,E3,12.000000
20260613-001106,0,E10,E4,E5,E6,-46.000000
20260613-001106,0,E10,E4,E6,E7,282.000000
20260613-001106,0,E10,E4,E7,E8,-17.500000
20260613-001106,0,E10,E4,E8,E9,-220.000000
20260613-001106,0,E10,E4,E11,E12,182.000000
20260613-001106,0,E10,E4,E12,E1,12.000000
20260613-001106,0,E11,E5,E1,E2,6.000000
20260613-001106,0,E11,E5,E2,E3,12.000000
20260613-001106,0,E11,E5,E3,E4,-12.000000
20260613-001106,0,E11,E5,E6,E7,290.000000
20260613-001106,0,E11,E5,E7,E8,-17.500000
20260613-001106,0,E11,E5,E8,E9,-225.500000
20260613-001106,0,E11,E5,E9,E10,-285.000000
20260613-001106,0,E11,E5,E12,E1,14.000000
20260613-001106,0,E12,E6,E1,E2,6.000000
20260613-001106,0,E12,E6,E2,E3,10.000000
20260613-001106,0,E12,E6,E3,E4,-10.000000
20260613-001106,0,E12,E6,E4,E5,8.000000
20260613-001106,0,E12,E6,E7,E8,-14.000000
20260613-001106,0,E12,E6,E8,E9,-219.500000
20260613-001106,0,E12,E6,E9,E10,-272.000000
20260613-001106,0,E12,E6,E10,E11,197.000000
20260613-001106,1,E1,E7,E2,E3,9.000000
20260613-001106,1,E1,E7,E3,E4,-12.000000
20260613-001106,1,E1,E7,E4,E5,6.000000
20260613-001106,1,E1,E7,E5,E6,-18.500000
20260613-001106,1,E1,E7,E8,E9,-119.000000
20260613-001106,1,E1,E7,E9,E10,-160.000000
20260613-001106,1,E1,E7,E10,E11,142.500000
20260613-001106,1,E1,E7,E11,E12,119.000000
20260613-001106,1,E2,E8,E3,E4,-12.000000
20260613-001106,1,E2,E8,E4,E5,9.000000
20260613-001106,1,E2,E8,E5,E6,-27.500000
20260613-001106,1,E2,E8,E6,E7,205.000000
20260613-001106,1,E2,E8,E9,E10,-202.000000
20260613-001106,1,E2,E8,E10,E11,168.000000
20260613-001106,1,E2,E8,E11,E12,142.500000
20260613-001106,1,E2,E8,E12,E1,6.500000
20260613-001106,1,E3,E9,E1,E2,2.000000
20260613-001106,1,E3,E9,E4,E5,10.000000
20260613-001106,1,E3,E9,E5,E6,-34.000000
20260613-001106,1,E3,E9,E6,E7,236.500000
20260613-001106,1,E3,E9,E7,E8,-20.000000
20260613-001106,1,E3,E9,E10,E11,185.500000
20260613-001106,1,E3,E9,E11,E12,160.000000
20260613-001106,1,E3,E9,E12,E1,10.000000
20260613-001106,1,E4,E10,E1,E2,4.000000
20260613-001106,1,E4,E10,E2,E3,14.000000
20260613-001106,1,E4,E10,E5,E6,-38.500000
20260613-001106,1,E4,E10,E6,E7,257.500000
20260613-001106,1,E4,E10,E7,E8,-20.000000
20260613-001106,1,E4,E10,E8,E9,-202.000000
20260613-001106,1,E4,E10,E11,E12,172.000000
20260613-001106,1,E4,E10,E12,E1,10.000000
20260613-001106,1,E5,E11,E1,E2,4.500000
20260613-001106,1,E5,E11,E2,E3,14.000000
20260613-001106,1,E5,E11,E3,E4,-12.000000
20260613-001106,1,E5,E11,E6,E7,273.500000
20260613-001106,1,E5,E11,E7,E8,-20.000000
20260613-001106,1,E5,E11,E8,E9,-214.000000
20260613-001106,1,E5,E11,E9,E10,-270.000000
20260613-001106,1,E5,E11,E12,E1,12.000000
20260613-001106,1,E6,E12,E1,E2,6.000000
20260613-001106,1,E6,E12,E2,E3,12.500000
20260613-001106,1,E6,E12,E3,E4,-12.000000
20260613-001106,1,E6,E12,E4,E5,10.000000
20260613-001106,1,E6,E12,E7,E8,-18.000000
20260613-001106,1,E6,E12,E8,E9,-220.500000
20260613-001106,1,E6,E12,E9,E10,-277.500000
20260613-001106,1,E6,E12,E10,E11,206.000000
20260613-001106,1,E7,E1,E2,E3,10.000000
20260613-001106,1,E7,E1,E3,E4,-10.000000
20260613-001106,1,E7,E1,E4,E5,10.000000
20260613-001106,1,E7,E1,E5,E6,-46.000000
20260613-001106,1,E7,E1,E8,E9,-216.000000
20260613-001106,1,E7,E1,E9,E10,-269.000000
20260613-001106,1,E7,E1,E10,E11,198.000000
20260613-001106,1,E7,E1,E11,E12,186.500000
20260613-001106,1,E8,E2,E3,E4,-14.000000
20260613-001106,1,E8,E2,E4,E5,10.000000
20260613-001106,1,E8,E2,E5,E6,-48.000000
20260613-001106,1,E8,E2,E6,E7,308.000000
20260613-001106,1,E8,E2,E9,E10,-300.000000
20260613-001106,1,E8,E2,E10,E11,224.000000
20260613-001106,1,E8,E2,E11,E12,206.000000
20260613-001106,1,E8,E2,E12,E1,14.000000
20260613-001106,1,E9,E3,E1,E2,6.000000
20260613-001106,1,E9,E3,E4,E5,10.000000
20260613-001106,1,E9,E3,E5,E6,-48.500000
20260613-001106,1,E9,E3,E6,E7,315.500000
20260613-001106,1,E9,E3,E7,E8,-20.000000
20260613-001106,1,E9,E3,E10,E11,230.000000
20260613-001106,1,E9,E3,E11,E12,212.000000
20260613-001106,1,E9,E3,E12,E1,14.000000
20260613-001106,1,E10,E4,E1,E2,6.000000
20260613-001106,1,E10,E4,E2,E3,12.000000
20260613-001106,1,E10,E4,E5,E6,-50.000000
20260613-001106,1,E10,E4,E6,E7,306.000000
20260613-001106,1,E10,E4,E7,E8,-16.000000
20260613-001106,1,E10,E4,E8,E9,-243.000000
