run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-230323,0,E1,E7,E2,E3,-162.500000
20260612-230323,0,E1,E7,E3,E4,-200.000000
20260612-230323,0,E1,E7,E4,E5,-193.500000
20260612-230323,0,E1,E7,E5,E6,-204.000000
20260612-230323,0,E1,E7,E8,E9,-203.500000
20260612-230323,0,E1,E7,E9,E10,-169.000000
20260612-230323,0,E1,E7,E10,E11,-142.500000
20260612-230323,0,E1,E7,E11,E12,-205.000000
20260612-230323,0,E2,E8,E3,E4,-218.000000
20260612-230323,0,E2,E8,E4,E5,-204.500000
20260612-230323,0,E2,E8,E5,E6,-213.500000
20260612-230323,0,E2,E8,E6,E7,-206.500000
20260612-230323,0,E2,E8,E9,E10,-170.500000
20260612-230323,0,E2,E8,E10,E11,-146.500000
20260612-230323,0,E2,E8,E11,E12,-209.000000
20260612-230323,0,E2,E8,E12,E1,-218.500000
20260612-230323,0,E3,E9,E1,E2,-246.000000
20260612-230323,0,E3,E9,E4,E5,-245.000000
20260612-230323,0,E3,E9,E5,E6,-248.000000
20260612-230323,0,E3,E9,E6,E7,-245.500000
20260612-230323,0,E3,E9,E7,E8,-245.500000
20260612-230323,0,E3,E9,E10,E11,-189.500000
20260612-230323,0,E3,E9,E11,E12,-248.500000
20260612-230323,0,E3,E9,E12,E1,-250.000000
20260612-230323,0,E4,E10,E1,E2,-220.000000
20260612-230323,0,E4,E10,E2,E3,-240.000000
20260612-230323,0,E4,E10,E5,E6,-228.000000
20260612-230323,0,E4,E10,E6,E7,-238.000000
20260612-230323,0,E4,E10,E7,E8,-235.500000
20260612-230323,0,E4,E10,E8,E9,-234.500000
20260612-230323,0,E4,E10,E11,E12,-234.500000
20260612-230323,0,E4,E10,E12,E1,-226.000000
20260612-230323,0,E5,E11,E1,E2,-221.500000
20260612-230323,0,E5,E11,E2,E3,-186.500000
20260612-230323,0,E5,E11,E3,E4,-232.000000
20260612-230323,0,E5,E11,E6,E7,-217.000000
20260612-230323,0,E5,E11,E7,E8,-219.500000
20260612-230323,0,E5,E11,E8,E9,-223.500000
20260612-230323,0,E5,E11,E9,E10,-176.500000
20260612-230323,0,E5,E11,E12,E1,-224.000000
20260612-230323,0,E6,E12,E1,E2,-224.500000
20260612-230323,0,E6,E12,E2,E3,-185.500000
20260612-230323,0,E6,E12,E3,E4,-230.000000
20260612-230323,0,E6,E12,E4,E5,-218.500000
20260612-230323,0,E6,E12,E7,E8,-218.000000
20260612-230323,0,E6,E12,E8,E9,-220.000000
20260612-230323,0,E6,E12,E9,E10,-176.000000
20260612-230323,0,E6,E12,E10,E11,-151.000000
20260612-230323,0,E7,E1,E2,E3,-186.000000
20260612-230323,0,E7,E1,E3,E4,-226.000000
20260612-230323,0,E7,E1,E4,E5,-215.000000
20260612-230323,0,E7,E1,E5,E6,-221.000000
20260612-230323,0,E7,E1,E8,E9,-217.000000
20260612-230323,0,E7,E1,E9,E10,-176.000000
20260612-230323,0,E7,E1,E10,E11,-148.500000
20260612-230323,0,E7,E1,E11,E12,-214.000000
20260612-230323,0,E8,E2,E3,E4,-256.000000
20260612-230323,0,E8,E2,E4,E5,-247.000000
20260612-230323,0,E8,E2,E5,E6,-255.000000
20260612-230323,0,E8,E2,E6,E7,-250.500000
20260612-230323,0,E8,E2,E9,E10,-209.000000
20260612-230323,0,E8,E2,E10,E11,-187.500000
20260612-230323,0,E8,E2,E11,E12,-254.000000
20260612-230323,0,E8,E2,E12,E1,-255.000000
20260612-230323,0,E9,E3,E1,E2,-213.000000
20260612-230323,0,E9,E3,E4,E5,-204.500000
20260612-230323,0,E9,E3,E5,E6,-208.000000
20260612-230323,0,E9,E3,E6,E7,-202.000000
20260612-230323,0,E9,E3,E7,E8,-200.500000
20260612-230323,0,E9,E3,E10,E11,-139.500000
20260612-230323,0,E9,E3,E11,E12,-203.000000
20260612-230323,0,E9,E3,E12,E1,-208.000000
20260612-230323,0,E10,E4,E1,E2,-228.500000
20260612-230323,0,E10,E4,E2,E3,-186.000000
20260612-230323,0,E10,E4,E5,E6,-223.000000
20260612-230323,0,E10,E4,E6,E7,-216.500000
20260612-230323,0,E10,E4,E7,E8,-216.500000
20260612-230323,0,E10,E4,E8,E9,-219.500000
20260612-230323,0,E10,E4,E11,E12,-218.500000
20260612-230323,0,E10,E4,E12,E1,-225.500000
20260612-230323,0,E11,E5,E1,E2,-224.500000
20260612-230323,0,E11,E5,E2,E3,-187.000000
20260612-230323,0,E11,E5,E3,E4,-227.000000
20260612-230323,0,E11,E5,E6,E7,-212.000000
20260612-230323,0,E11,E5,E7,E8,-214.000000
20260612-230323,0,E11,E5,E8,E9,-215.000000
20260612-230323,0,E11,E5,E9,E10,-172.000000
20260612-230323,0,E11,E5,E12,E1,-220.000000
20260612-230323,0,E12,E6,E1,E2,-229.000000
20260612-230323,0,E12,E6,E2,E3,-193.500000
20260612-230323,0,E12,E6,E3,E4,-234.500000
20260612-230323,0,E12,E6,E4,E5,-221.500000
20260612-230323,0,E12,E6,E7,E8,-219.500000
20260612-230323,0,E12,E6,E8,E9,-222.000000
20260612-230323,0,E12,E6,E9,E10,-180.000000
20260612-230323,0,E12,E6,E10,E11,-152.500000
20260612-230323,1,E1,E7,E2,E3,-185.500000
20260612-230323,1,E1,E7,E3,E4,-235.000000
20260612-230323,1,E1,E7,E4,E5,-222.500000
20260612-230323,1,E1,E7,E5,E6,-231.500000
20260612-230323,1,E1,E7,E8,E9,-228.500000
20260612-230323,1,E1,E7,E9,E10,-185.500000
20260612-230323,1,E1,E7,E10,E11,-164.500000
20260612-230323,1,E1,E7,E11,E12,-228.500000
20260612-230323,1,E2,E8,E3,E4,-241.000000
20260612-230323,1,E2,E8,E4,E5,-229.000000
20260612-230323,1,E2,E8,E5,E6,-236.000000
20260612-230323,1,E2,E8,E6,E7,-230.500000
20260612-230323,1,E2,E8,E9,E10,-187.000000
20260612-230323,1,E2,E8,E10,E11,-165.000000
20260612-230323,1,E2,E8,E11,E12,-230.000000
20260612-230323,1,E2,E8,E12,E1,-235.000000
20260612-230323,1,E3,E9,E1,E2,-255.500000
20260612-230323,1,E3,E9,E4,E5,-261.500000
20260612-230323,1,E3,E9,E5,E6,-260.000000
20260612-230323,1,E3,E9,E6,E7,-263.500000
20260612-230323,1,E3,E9,E7,E8,-266.000000
20260612-230323,1,E3,E9,E10,E11,-206.500000
20260612-230323,1,E3,E9,E11,E12,-264.000000
20260612-230323,1,E3,E9,E12,E1,-260.000000
20260612-230323,1,E4,E10,E1,E2,-208.000000
20260612-230323,1,E4,E10,E2,E3,-252.000000
20260612-230323,1,E4,E10,E5,E6,-225.500000
20260612-230323,1,E4,E10,E6,E7,-239.000000
20260612-230323,1,E4,E10,E7,E8,-240.000000
20260612-230323,1,E4,E10,E8,E9,-233.000000
20260612-230323,1,E4,E10,E11,E12,-235.500000
20260612-230323,1,E4,E10,E12,E1,-223.500000
20260612-230323,1,E5,E11,E1,E2,-232.500000
20260612-230323,1,E5,E11,E2,E3,-198.000000
20260612-230323,1,E5,E11,E3,E4,-244.500000
20260612-230323,1,E5,E11,E6,E7,-229.500000
20260612-230323,1,E5,E11,E7,E8,-231.000000
20260612-230323,1,E5,E11,E8,E9,-234.000000
20260612-230323,1,E5,E11,E9,E10,-189.500000
20260612-230323,1,E5,E11,E12,E1,-241.000000
20260612-230323,1,E6,E12,E1,E2,-238.000000
20260612-230323,1,E6,E12,E2,E3,-198.000000
