run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260613-000255,0,E1,E7,E2,E3,11.500000
20260613-000255,0,E1,E7,E3,E4,5.500000
20260613-000255,0,E1,E7,E4,E5,2.000000
20260613-000255,0,E1,E7,E5,E6,-14.000000
20260613-000255,0,E1,E7,E8,E9,-109.000000
20260613-000255,0,E1,E7,E9,E10,-125.000000
20260613-000255,0,E1,E7,E10,E11,158.000000
20260613-000255,0,E1,E7,E11,E12,134.000000
20260613-000255,0,E2,E8,E3,E4,10.000000
20260613-000255,0,E2,E8,E4,E5,8.000000
20260613-000255,0,E2,E8,E5,E6,-20.000000
20260613-000255,0,E2,E8,E6,E7,168.500000
20260613-000255,0,E2,E8,E9,E10,-165.500000
20260613-000255,0,E2,E8,E10,E11,197.000000
20260613-000255,0,E2,E8,E11,E12,172.500000
20260613-000255,0,E2,E8,E12,E1,12.000000
20260613-000255,0,E3,E9,E1,E2,6.000000
20260613-000255,0,E3,E9,E4,E5,10.500000
20260613-000255,0,E3,E9,E5,E6,-22.000000
20260613-000255,0,E3,E9,E6,E7,201.500000
20260613-000255,0,E3,E9,E7,E8,4.000000
20260613-000255,0,E3,E9,E10,E11,223.000000
20260613-000255,0,E3,E9,E11,E12,203.000000
20260613-000255,0,E3,E9,E12,E1,15.000000
20260613-000255,0,E4,E10,E1,E2,8.000000
20260613-000255,0,E4,E10,E2,E3,18.000000
20260613-000255,0,E4,E10,E5,E6,-24.000000
20260613-000255,0,E4,E10,E6,E7,220.500000
20260613-000255,0,E4,E10,E7,E8,4.000000
20260613-000255,0,E4,E10,E8,E9,-204.000000
20260613-000255,0,E4,E10,E11,E12,220.000000
20260613-000255,0,E4,E10,E12,E1,18.000000
20260613-000255,0,E5,E11,E1,E2,10.000000
20260613-000255,0,E5,E11,E2,E3,18.000000
20260613-000255,0,E5,E11,E3,E4,12.000000
20260613-000255,0,E5,E11,E6,E7,239.500000
20260613-000255,0,E5,E11,E7,E8,4.000000
20260613-000255,0,E5,E11,E8,E9,-222.000000
20260613-000255,0,E5,E11,E9,E10,-237.500000
20260613-000255,0,E5,E11,E12,E1,20.000000
20260613-000255,0,E6,E12,E1,E2,12.000000
20260613-000255,0,E6,E12,E2,E3,17.000000
20260613-000255,0,E6,E12,E3,E4,12.000000
20260613-000255,0,E6,E12,E4,E5,16.000000
20260613-000255,0,E6,E12,E7,E8,4.000000
20260613-000255,0,E6,E12,E8,E9,-234.000000
20260613-000255,0,E6,E12,E9,E10,-249.500000
20260613-000255,0,E6,E12,E10,E11,267.500000
20260613-000255,0,E7,E1,E2,E3,16.000000
20260613-000255,0,E7,E1,E3,E4,10.500000
20260613-000255,0,E7,E1,E4,E5,18.000000
20260613-000255,0,E7,E1,E5,E6,-26.000000
20260613-000255,0,E7,E1,E8,E9,-234.000000
20260613-000255,0,E7,E1,E9,E10,-253.000000
20260613-000255,0,E7,E1,E10,E11,268.500000
20260613-000255,0,E7,E1,E11,E12,255.500000
20260613-000255,0,E8,E2,E3,E4,14.000000
20260613-000255,0,E8,E2,E4,E5,19.500000
20260613-000255,0,E8,E2,E5,E6,-26.000000
20260613-000255,0,E8,E2,E6,E7,286.500000
20260613-000255,0,E8,E2,E9,E10,-278.000000
20260613-000255,0,E8,E2,E10,E11,300.000000
20260613-000255,0,E8,E2,E11,E12,291.500000
20260613-000255,0,E8,E2,E12,E1,24.000000
20260613-000255,0,E9,E3,E1,E2,14.000000
20260613-000255,0,E9,E3,E4,E5,20.000000
20260613-000255,0,E9,E3,E5,E6,-27.500000
20260613-000255,0,E9,E3,E6,E7,298.500000
20260613-000255,0,E9,E3,E7,E8,6.000000
20260613-000255,0,E9,E3,E10,E11,310.000000
20260613-000255,0,E9,E3,E11,E12,303.500000
20260613-000255,0,E9,E3,E12,E1,26.000000
20260613-000255,0,E10,E4,E1,E2,15.500000
20260613-000255,0,E10,E4,E2,E3,14.500000
20260613-000255,0,E10,E4,E5,E6,-28.000000
20260613-000255,0,E10,E4,E6,E7,284.000000
20260613-000255,0,E10,E4,E7,E8,4.000000
20260613-000255,0,E10,E4,E8,E9,-259.000000
20260613-000255,0,E10,E4,E11,E12,284.500000
20260613-000255,0,E10,E4,E12,E1,27.500000
20260613-000255,0,E11,E5,E1,E2,16.000000
20260613-000255,0,E11,E5,E2,E3,16.000000
20260613-000255,0,E11,E5,E3,E4,11.500000
20260613-000255,0,E11,E5,E6,E7,299.500000
20260613-000255,0,E11,E5,E7,E8,4.000000
20260613-000255,0,E11,E5,E8,E9,-274.000000
20260613-000255,0,E11,E5,E9,E10,-295.500000
20260613-000255,0,E11,E5,E12,E1,30.000000
20260613-000255,0,E12,E6,E1,E2,18.000000
20260613-000255,0,E12,E6,E2,E3,13.500000
20260613-000255,0,E12,E6,E3,E4,10.000000
20260613-000255,0,E12,E6,E4,E5,22.000000
20260613-000255,0,E12,E6,E7,E8,4.000000
20260613-000255,0,E12,E6,E8,E9,-261.000000
20260613-000255,0,E12,E6,E9,E10,-281.000000
20260613-000255,0,E12,E6,E10,E11,296.500000
20260613-000255,1,E1,E7,E2,E3,9.500000
20260613-000255,1,E1,E7,E3,E4,5.500000
20260613-000255,1,E1,E7,E4,E5,0.000000
20260613-000255,1,E1,E7,E5,E6,-14.000000
20260613-000255,1,E1,E7,E8,E9,-158.500000
20260613-000255,1,E1,E7,E9,E10,-172.500000
20260613-000255,1,E1,E7,E10,E11,181.000000
20260613-000255,1,E1,E7,E11,E12,190.000000
20260613-000255,1,E2,E8,E3,E4,12.000000
20260613-000255,1,E2,E8,E4,E5,6.000000
20260613-000255,1,E2,E8,E5,E6,-20.000000
20260613-000255,1,E2,E8,E6,E7,217.500000
20260613-000255,1,E2,E8,E9,E10,-213.500000
20260613-000255,1,E2,E8,E10,E11,221.500000
20260613-000255,1,E2,E8,E11,E12,227.500000
20260613-000255,1,E2,E8,E12,E1,14.000000
20260613-000255,1,E3,E9,E1,E2,12.000000
20260613-000255,1,E3,E9,E4,E5,8.000000
20260613-000255,1,E3,E9,E5,E6,-22.000000
20260613-000255,1,E3,E9,E6,E7,249.000000
20260613-000255,1,E3,E9,E7,E8,6.000000
20260613-000255,1,E3,E9,E10,E11,251.500000
20260613-000255,1,E3,E9,E11,E12,256.000000
20260613-000255,1,E3,E9,E12,E1,17.000000
20260613-000255,1,E4,E10,E1,E2,14.000000
20260613-000255,1,E4,E10,E2,E3,17.000000
20260613-000255,1,E4,E10,E5,E6,-24.000000
20260613-000255,1,E4,E10,E6,E7,260.000000
20260613-000255,1,E4,E10,E7,E8,5.000000
20260613-000255,1,E4,E10,E8,E9,-243.500000
20260613-000255,1,E4,E10,E11,E12,261.500000
20260613-000255,1,E4,E10,E12,E1,20.000000
20260613-000255,1,E5,E11,E1,E2,16.000000
20260613-000255,1,E5,E11,E2,E3,16.000000
20260613-000255,1,E5,E11,E3,E4,12.000000
