run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260613-000452,0,E1,E7,E2,E3,12.500000
20260613-000452,0,E1,E7,E3,E4,-2.000000
20260613-000452,0,E1,E7,E4,E5,-1.500000
20260613-000452,0,E1,E7,E5,E6,-17.500000
20260613-000452,0,E1,E7,E8,E9,-82.000000
20260613-000452,0,E1,E7,E9,E10,-110.000000
20260613-000452,0,E1,E7,E10,E11,106.500000
20260613-000452,0,E1,E7,E11,E12,104.000000
20260613-000452,0,E2,E8,E3,E4,0.000000
20260613-000452,0,E2,E8,E4,E5,-2.000000
20260613-000452,0,E2,E8,E5,E6,-26.000000
20260613-000452,0,E2,E8,E6,E7,156.500000
20260613-000452,0,E2,E8,E9,E10,-151.000000
20260613-000452,0,E2,E8,E10,E11,140.000000
20260613-000452,0,E2,E8,E11,E12,136.500000
20260613-000452,0,E2,E8,E12,E1,8.000000
20260613-000452,0,E3,E9,E1,E2,4.000000
20260613-000452,0,E3,E9,E4,E5,-2.000000
20260613-000452,0,E3,E9,E5,E6,-32.000000
20260613-000452,0,E3,E9,E6,E7,190.000000
20260613-000452,0,E3,E9,E7,E8,-9.500000
20260613-000452,0,E3,E9,E10,E11,166.500000
20260613-000452,0,E3,E9,E11,E12,162.000000
20260613-000452,0,E3,E9,E12,E1,10.000000
20260613-000452,0,E4,E10,E1,E2,6.000000
20260613-000452,0,E4,E10,E2,E3,18.000000
20260613-000452,0,E4,E10,E5,E6,-36.000000
20260613-000452,0,E4,E10,E6,E7,213.000000
20260613-000452,0,E4,E10,E7,E8,-9.000000
20260613-000452,0,E4,E10,E8,E9,-170.000000
20260613-000452,0,E4,E10,E11,E12,180.000000
20260613-000452,0,E4,E10,E12,E1,11.000000
20260613-000452,0,E5,E11,E1,E2,6.000000
20260613-000452,0,E5,E11,E2,E3,18.000000
20260613-000452,0,E5,E11,E3,E4,0.500000
20260613-000452,0,E5,E11,E6,E7,230.500000
20260613-000452,0,E5,E11,E7,E8,-8.500000
20260613-000452,0,E5,E11,E8,E9,-185.500000
20260613-000452,0,E5,E11,E9,E10,-226.000000
20260613-000452,0,E5,E11,E12,E1,12.000000
20260613-000452,0,E6,E12,E1,E2,8.000000
20260613-000452,0,E6,E12,E2,E3,18.000000
20260613-000452,0,E6,E12,E3,E4,0.000000
20260613-000452,0,E6,E12,E4,E5,-2.000000
20260613-000452,0,E6,E12,E7,E8,-8.500000
20260613-000452,0,E6,E12,E8,E9,-198.000000
20260613-000452,0,E6,E12,E9,E10,-240.000000
20260613-000452,0,E6,E12,E10,E11,217.500000
20260613-000452,0,E7,E1,E2,E3,16.000000
20260613-000452,0,E7,E1,E3,E4,0.000000
20260613-000452,0,E7,E1,E4,E5,-1.000000
20260613-000452,0,E7,E1,E5,E6,-44.000000
20260613-000452,0,E7,E1,E8,E9,-200.000000
20260613-000452,0,E7,E1,E9,E10,-244.000000
20260613-000452,0,E7,E1,E10,E11,219.000000
20260613-000452,0,E7,E1,E11,E12,214.000000
20260613-000452,0,E8,E2,E3,E4,0.500000
20260613-000452,0,E8,E2,E4,E5,0.000000
20260613-000452,0,E8,E2,E5,E6,-46.000000
20260613-000452,0,E8,E2,E6,E7,274.000000
