run_id,capture,frame_id,pattern,polarity,i_plus,i_minus,v_plus,v_minus,voltage_mv,current_ua,quality,dac_code,settle_ms,sample_count
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E3,E4,6.000000,85.313000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E4,E5,-24.000000,81.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E5,E6,17.500000,80.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E6,E7,14.000000,82.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E7,E8,-30.000000,80.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E8,E9,-32.000000,73.438000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E9,E10,38.000000,73.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E10,E11,-10.000000,80.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E1,E2,E11,E12,2.000000,78.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E3,E4,5.500000,117.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E4,E5,-60.000000,163.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E5,E6,2.000000,156.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E6,E7,76.000000,163.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E7,E8,-42.500000,147.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E8,E9,114.000000,141.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E9,E10,-319.500000,132.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E10,E11,189.000000,130.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E2,E1,E11,E12,35.500000,136.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E4,E5,-67.500000,128.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E5,E6,-2.000000,125.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E6,E7,88.000000,96.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E7,E8,-46.000000,97.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E8,E9,20.000000,98.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E9,E10,-266.500000,110.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E10,E11,218.000000,102.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E11,E12,24.000000,105.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E2,E3,E12,E1,12.000000,99.063000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E4,E5,-30.000000,115.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E5,E6,17.000000,102.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E6,E7,22.000000,92.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E7,E8,-30.000000,74.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E8,E9,14.000000,76.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E9,E10,-7.000000,76.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E10,E11,-8.000000,75.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E11,E12,7.500000,73.438000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E3,E2,E12,E1,8.000000,74.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E1,E2,459.500000,323.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E5,E6,4.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E6,E7,31.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E7,E8,-46.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E8,E9,14.000000,324.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E9,E10,-158.500000,326.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E10,E11,112.000000,324.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E11,E12,20.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E3,E4,E12,E1,11.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E1,E2,115.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E5,E6,22.000000,325.312000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E6,E7,80.000000,325.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E7,E8,-42.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E8,E9,28.000000,325.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E9,E10,-169.000000,324.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E10,E11,116.000000,324.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E11,E12,22.000000,320.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E4,E3,E12,E1,13.500000,322.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E1,E2,68.000000,320.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E2,E3,-13.000000,319.687000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E6,E7,-288.500000,318.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E7,E8,-48.000000,319.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E8,E9,18.000000,320.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E9,E10,-166.000000,320.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E10,E11,116.000000,321.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E11,E12,20.000000,320.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E4,E5,E12,E1,12.000000,319.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E1,E2,16.500000,324.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E2,E3,37.500000,322.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E6,E7,385.000000,321.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E7,E8,-40.000000,321.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E8,E9,24.000000,320.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E9,E10,-168.000000,323.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E10,E11,118.000000,320.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E11,E12,21.500000,324.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E5,E4,E12,E1,12.000000,319.687000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E1,E2,53.500000,319.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E2,E3,30.000000,317.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E3,E4,41.500000,318.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E7,E8,-50.000000,317.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E8,E9,18.000000,314.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E9,E10,-164.000000,317.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E10,E11,118.000000,316.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E11,E12,21.500000,317.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E5,E6,E12,E1,12.000000,309.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E1,E2,-51.000000,321.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E2,E3,69.000000,320.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E3,E4,28.000000,319.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E7,E8,-38.000000,318.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E8,E9,23.500000,319.687000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E9,E10,-172.000000,319.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E10,E11,120.000000,318.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E11,E12,21.500000,318.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E6,E5,E12,E1,12.000000,317.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E1,E2,-49.500000,311.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E2,E3,68.000000,310.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E3,E4,-10.000000,309.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E4,E5,-422.000000,309.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E8,E9,2.000000,311.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E9,E10,-168.500000,310.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E10,E11,118.500000,309.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E11,E12,20.000000,310.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E6,E7,E12,E1,12.000000,311.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E1,E2,54.500000,317.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E2,E3,61.000000,315.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E3,E4,35.500000,315.312000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E4,E5,283.000000,314.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E8,E9,38.500000,314.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E9,E10,-166.000000,314.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E10,E11,120.500000,314.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E11,E12,22.000000,314.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E7,E6,E12,E1,12.000000,311.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E1,E2,-59.000000,331.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E2,E3,81.000000,326.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E3,E4,8.000000,329.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E4,E5,-54.500000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E5,E6,33.000000,331.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E9,E10,-168.000000,329.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E10,E11,117.500000,330.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E11,E12,19.500000,330.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E7,E8,E12,E1,12.000000,329.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E1,E2,-49.500000,330.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E2,E3,91.500000,332.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E3,E4,10.500000,329.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E4,E5,-54.000000,329.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E5,E6,28.000000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E9,E10,-178.000000,330.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E10,E11,124.500000,330.312000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E11,E12,23.000000,329.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E8,E7,E12,E1,11.500000,328.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E1,E2,-300.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E2,E3,83.500000,329.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E3,E4,0.500000,322.187000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E4,E5,-62.500000,327.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E5,E6,14.000000,327.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E6,E7,36.000000,326.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E10,E11,123.500000,326.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E11,E12,60.500000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E8,E9,E12,E1,238.500000,325.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E1,E2,156.500000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E2,E3,102.500000,327.187000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E3,E4,14.000000,328.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E4,E5,-58.000000,328.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E5,E6,18.000000,327.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E6,E7,74.000000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E10,E11,120.000000,330.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E11,E12,-18.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E9,E8,E12,E1,-205.500000,325.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E1,E2,219.000000,244.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E2,E3,96.500000,243.438000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E3,E4,12.000000,243.438000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E4,E5,-58.500000,242.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E5,E6,16.000000,241.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E6,E7,62.000000,240.625000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E7,E8,-36.500000,241.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E11,E12,-10.000000,241.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E9,E10,E12,E1,-144.000000,238.750000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E1,E2,-512.000000,250.312000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E2,E3,473.000000,246.563000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E3,E4,4.000000,244.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E4,E5,-64.000000,240.937000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E5,E6,10.000000,238.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E6,E7,62.500000,237.188000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E7,E8,-47.000000,235.000000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E11,E12,53.500000,234.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E10,E9,E12,E1,153.000000,233.125000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E1,E2,-604.000000,227.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E2,E3,700.000000,226.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E3,E4,5.500000,225.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E4,E5,-64.000000,226.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E5,E6,8.000000,225.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E6,E7,66.000000,224.688000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E7,E8,-46.000000,224.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E8,E9,22.000000,224.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E10,E11,E12,E1,-6.000000,222.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E1,E2,-121.500000,251.562000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E2,E3,232.500000,244.062000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E3,E4,8.000000,240.313000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E4,E5,-62.000000,238.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E5,E6,14.000000,237.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E6,E7,66.000000,235.312000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E7,E8,-42.000000,234.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E8,E9,20.000000,234.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E11,E10,E12,E1,31.500000,232.813000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E1,E2,-225.500000,327.812000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E2,E3,208.500000,326.875000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E3,E4,6.000000,327.187000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E4,E5,-62.500000,329.063000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E5,E6,14.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E6,E7,56.000000,324.375000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E7,E8,-46.000000,323.438000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E8,E9,59.500000,328.437000,OK,100,10,4
20260622-232340,baseline,28,adjacent,FWD,E11,E12,E9,E10,-185.500000,326.250000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E12,E11,E1,E2,-99.000000,327.500000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E12,E11,E2,E3,174.500000,325.938000,OK,100,10,4
20260622-232340,baseline,28,adjacent,REV,E12,E11,E3,E4,8.000000,328.437000,OK,100,10,4
