run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-231438,0,E1,E7,E2,E3,36.000000
20260612-231438,0,E1,E7,E3,E4,-10.500000
20260612-231438,0,E1,E7,E4,E5,7.500000
20260612-231438,0,E1,E7,E5,E6,-8.000000
20260612-231438,0,E1,E7,E8,E9,6.000000
20260612-231438,0,E1,E7,E9,E10,50.000000
20260612-231438,0,E1,E7,E10,E11,112.000000
20260612-231438,0,E1,E7,E11,E12,0.000000
20260612-231438,0,E2,E8,E3,E4,-11.500000
20260612-231438,0,E2,E8,E4,E5,8.000000
20260612-231438,0,E2,E8,E5,E6,-8.000000
20260612-231438,0,E2,E8,E6,E7,0.000000
20260612-231438,0,E2,E8,E9,E10,52.000000
20260612-231438,0,E2,E8,E10,E11,116.000000
20260612-231438,0,E2,E8,E11,E12,0.500000
20260612-231438,0,E2,E8,E12,E1,0.000000
20260612-231438,0,E3,E9,E1,E2,-13.000000
20260612-231438,0,E3,E9,E4,E5,8.000000
20260612-231438,0,E3,E9,E5,E6,-8.000000
20260612-231438,0,E3,E9,E6,E7,0.000000
20260612-231438,0,E3,E9,E7,E8,2.000000
20260612-231438,0,E3,E9,E10,E11,118.000000
20260612-231438,0,E3,E9,E11,E12,0.000000
20260612-231438,0,E3,E9,E12,E1,0.000000
20260612-231438,0,E4,E10,E1,E2,-14.000000
20260612-231438,0,E4,E10,E2,E3,39.500000
20260612-231438,0,E4,E10,E5,E6,-8.000000
20260612-231438,0,E4,E10,E6,E7,0.000000
20260612-231438,0,E4,E10,E7,E8,2.000000
20260612-231438,0,E4,E10,E8,E9,8.000000
20260612-231438,0,E4,E10,E11,E12,0.000000
20260612-231438,0,E4,E10,E12,E1,0.000000
20260612-231438,0,E5,E11,E1,E2,-14.000000
20260612-231438,0,E5,E11,E2,E3,39.500000
20260612-231438,0,E5,E11,E3,E4,-14.000000
20260612-231438,0,E5,E11,E6,E7,0.000000
20260612-231438,0,E5,E11,E7,E8,2.000000
20260612-231438,0,E5,E11,E8,E9,8.000000
20260612-231438,0,E5,E11,E9,E10,58.000000
20260612-231438,0,E5,E11,E12,E1,0.000000
20260612-231438,0,E6,E12,E1,E2,-14.000000
20260612-231438,0,E6,E12,E2,E3,40.000000
20260612-231438,0,E6,E12,E3,E4,-14.000000
20260612-231438,0,E6,E12,E4,E5,8.000000
20260612-231438,0,E6,E12,E7,E8,2.000000
20260612-231438,0,E6,E12,E8,E9,8.000000
20260612-231438,0,E6,E12,E9,E10,58.000000
20260612-231438,0,E6,E12,E10,E11,124.000000
20260612-231438,0,E7,E1,E2,E3,40.000000
20260612-231438,0,E7,E1,E3,E4,-14.000000
20260612-231438,0,E7,E1,E4,E5,8.000000
20260612-231438,0,E7,E1,E5,E6,-10.000000
20260612-231438,0,E7,E1,E8,E9,8.000000
20260612-231438,0,E7,E1,E9,E10,59.500000
20260612-231438,0,E7,E1,E10,E11,124.000000
20260612-231438,0,E7,E1,E11,E12,0.000000
20260612-231438,0,E8,E2,E3,E4,-14.000000
20260612-231438,0,E8,E2,E4,E5,8.000000
20260612-231438,0,E8,E2,E5,E6,-10.000000
20260612-231438,0,E8,E2,E6,E7,0.000000
20260612-231438,0,E8,E2,E9,E10,60.000000
20260612-231438,0,E8,E2,E10,E11,126.000000
20260612-231438,0,E8,E2,E11,E12,0.000000
20260612-231438,0,E8,E2,E12,E1,0.000000
20260612-231438,0,E9,E3,E1,E2,-15.500000
20260612-231438,0,E9,E3,E4,E5,8.000000
20260612-231438,0,E9,E3,E5,E6,-10.000000
20260612-231438,0,E9,E3,E6,E7,0.000000
20260612-231438,0,E9,E3,E7,E8,2.000000
20260612-231438,0,E9,E3,E10,E11,126.500000
20260612-231438,0,E9,E3,E11,E12,0.000000
20260612-231438,0,E9,E3,E12,E1,0.000000
20260612-231438,0,E10,E4,E1,E2,-16.000000
20260612-231438,0,E10,E4,E2,E3,40.000000
20260612-231438,0,E10,E4,E5,E6,-10.000000
20260612-231438,0,E10,E4,E6,E7,0.000000
20260612-231438,0,E10,E4,E7,E8,2.000000
20260612-231438,0,E10,E4,E8,E9,8.000000
20260612-231438,0,E10,E4,E11,E12,0.000000
20260612-231438,0,E10,E4,E12,E1,0.000000
20260612-231438,0,E11,E5,E1,E2,-16.000000
20260612-231438,0,E11,E5,E2,E3,42.000000
20260612-231438,0,E11,E5,E3,E4,-15.000000
20260612-231438,0,E11,E5,E6,E7,0.000000
20260612-231438,0,E11,E5,E7,E8,2.000000
20260612-231438,0,E11,E5,E8,E9,8.000000
20260612-231438,0,E11,E5,E9,E10,63.000000
20260612-231438,0,E11,E5,E12,E1,0.000000
20260612-231438,0,E12,E6,E1,E2,-16.000000
20260612-231438,0,E12,E6,E2,E3,42.000000
20260612-231438,0,E12,E6,E3,E4,-15.000000
20260612-231438,0,E12,E6,E4,E5,10.000000
20260612-231438,0,E12,E6,E7,E8,2.000000
20260612-231438,0,E12,E6,E8,E9,8.500000
20260612-231438,0,E12,E6,E9,E10,62.500000
20260612-231438,0,E12,E6,E10,E11,129.000000
20260612-231438,1,E1,E7,E2,E3,39.500000
20260612-231438,1,E1,E7,E3,E4,-14.000000
20260612-231438,1,E1,E7,E4,E5,8.000000
20260612-231438,1,E1,E7,E5,E6,-9.000000
20260612-231438,1,E1,E7,E8,E9,8.000000
20260612-231438,1,E1,E7,E9,E10,58.500000
20260612-231438,1,E1,E7,E10,E11,124.500000
20260612-231438,1,E1,E7,E11,E12,0.000000
20260612-231438,1,E2,E8,E3,E4,-14.000000
20260612-231438,1,E2,E8,E4,E5,8.000000
20260612-231438,1,E2,E8,E5,E6,-10.000000
20260612-231438,1,E2,E8,E6,E7,-0.500000
20260612-231438,1,E2,E8,E9,E10,60.000000
20260612-231438,1,E2,E8,E10,E11,126.000000
20260612-231438,1,E2,E8,E11,E12,-1.000000
20260612-231438,1,E2,E8,E12,E1,0.000000
20260612-231438,1,E3,E9,E1,E2,-16.000000
20260612-231438,1,E3,E9,E4,E5,9.500000
20260612-231438,1,E3,E9,E5,E6,-10.000000
20260612-231438,1,E3,E9,E6,E7,0.000000
20260612-231438,1,E3,E9,E7,E8,2.000000
20260612-231438,1,E3,E9,E10,E11,128.000000
20260612-231438,1,E3,E9,E11,E12,0.000000
20260612-231438,1,E3,E9,E12,E1,0.000000
20260612-231438,1,E4,E10,E1,E2,-16.000000
20260612-231438,1,E4,E10,E2,E3,42.000000
20260612-231438,1,E4,E10,E5,E6,-10.000000
20260612-231438,1,E4,E10,E6,E7,0.000000
20260612-231438,1,E4,E10,E7,E8,2.000000
20260612-231438,1,E4,E10,E8,E9,8.000000
20260612-231438,1,E4,E10,E11,E12,0.000000
20260612-231438,1,E4,E10,E12,E1,0.000000
20260612-231438,1,E5,E11,E1,E2,-16.000000
20260612-231438,1,E5,E11,E2,E3,42.000000
20260612-231438,1,E5,E11,E3,E4,-16.000000
20260612-231438,1,E5,E11,E6,E7,0.000000
20260612-231438,1,E5,E11,E7,E8,2.000000
20260612-231438,1,E5,E11,E8,E9,8.000000
20260612-231438,1,E5,E11,E9,E10,64.000000
20260612-231438,1,E5,E11,E12,E1,0.000000
20260612-231438,1,E6,E12,E1,E2,-16.000000
20260612-231438,1,E6,E12,E2,E3,42.500000
20260612-231438,1,E6,E12,E3,E4,-16.000000
20260612-231438,1,E6,E12,E4,E5,10.000000
20260612-231438,1,E6,E12,E7,E8,2.000000
20260612-231438,1,E6,E12,E8,E9,8.000000
20260612-231438,1,E6,E12,E9,E10,64.000000
20260612-231438,1,E6,E12,E10,E11,130.000000
20260612-231438,1,E7,E1,E2,E3,43.000000
20260612-231438,1,E7,E1,E3,E4,-16.000000
20260612-231438,1,E7,E1,E4,E5,10.000000
20260612-231438,1,E7,E1,E5,E6,-10.000000
20260612-231438,1,E7,E1,E8,E9,8.000000
20260612-231438,1,E7,E1,E9,E10,64.500000
20260612-231438,1,E7,E1,E10,E11,131.500000
20260612-231438,1,E7,E1,E11,E12,0.000000
20260612-231438,1,E8,E2,E3,E4,-16.000000
20260612-231438,1,E8,E2,E4,E5,10.000000
20260612-231438,1,E8,E2,E5,E6,-10.000000
20260612-231438,1,E8,E2,E6,E7,0.000000
20260612-231438,1,E8,E2,E9,E10,66.000000
20260612-231438,1,E8,E2,E10,E11,132.000000
20260612-231438,1,E8,E2,E11,E12,0.000000
20260612-231438,1,E8,E2,E12,E1,0.000000
20260612-231438,1,E9,E3,E1,E2,-16.500000
20260612-231438,1,E9,E3,E4,E5,10.000000
20260612-231438,1,E9,E3,E5,E6,-10.000000
20260612-231438,1,E9,E3,E6,E7,0.000000
20260612-231438,1,E9,E3,E7,E8,2.000000
20260612-231438,1,E9,E3,E10,E11,132.500000
20260612-231438,1,E9,E3,E11,E12,0.500000
20260612-231438,1,E9,E3,E12,E1,0.000000
20260612-231438,1,E10,E4,E1,E2,-17.000000
20260612-231438,1,E10,E4,E2,E3,44.000000
20260612-231438,1,E10,E4,E5,E6,-10.000000
20260612-231438,1,E10,E4,E6,E7,0.000000
20260612-231438,1,E10,E4,E7,E8,2.000000
20260612-231438,1,E10,E4,E8,E9,8.000000
20260612-231438,1,E10,E4,E11,E12,0.000000
20260612-231438,1,E10,E4,E12,E1,0.000000
20260612-231438,1,E11,E5,E1,E2,-18.000000
20260612-231438,1,E11,E5,E2,E3,44.000000
20260612-231438,1,E11,E5,E3,E4,-16.000000
20260612-231438,1,E11,E5,E6,E7,-0.500000
20260612-231438,1,E11,E5,E7,E8,2.000000
20260612-231438,1,E11,E5,E8,E9,8.500000
20260612-231438,1,E11,E5,E9,E10,66.500000
20260612-231438,1,E11,E5,E12,E1,0.000000
20260612-231438,1,E12,E6,E1,E2,-18.000000
20260612-231438,1,E12,E6,E2,E3,44.000000
20260612-231438,1,E12,E6,E3,E4,-17.000000
20260612-231438,1,E12,E6,E4,E5,10.000000
20260612-231438,1,E12,E6,E7,E8,2.000000
20260612-231438,1,E12,E6,E8,E9,8.500000
20260612-231438,1,E12,E6,E9,E10,67.500000
20260612-231438,1,E12,E6,E10,E11,134.000000
20260612-231438,2,E1,E7,E2,E3,42.500000
20260612-231438,2,E1,E7,E3,E4,-14.000000
20260612-231438,2,E1,E7,E4,E5,8.000000
20260612-231438,2,E1,E7,E5,E6,-10.000000
20260612-231438,2,E1,E7,E8,E9,8.000000
20260612-231438,2,E1,E7,E9,E10,62.000000
20260612-231438,2,E1,E7,E10,E11,128.000000
20260612-231438,2,E1,E7,E11,E12,0.000000
20260612-231438,2,E2,E8,E3,E4,-14.500000
20260612-231438,2,E2,E8,E4,E5,9.500000
20260612-231438,2,E2,E8,E5,E6,-10.000000
20260612-231438,2,E2,E8,E6,E7,0.000000
20260612-231438,2,E2,E8,E9,E10,64.000000
20260612-231438,2,E2,E8,E10,E11,130.000000
20260612-231438,2,E2,E8,E11,E12,0.500000
20260612-231438,2,E2,E8,E12,E1,0.000000
20260612-231438,2,E3,E9,E1,E2,-16.000000
20260612-231438,2,E3,E9,E4,E5,10.000000
20260612-231438,2,E3,E9,E5,E6,-10.000000
20260612-231438,2,E3,E9,E6,E7,0.000000
20260612-231438,2,E3,E9,E7,E8,2.000000
20260612-231438,2,E3,E9,E10,E11,132.000000
20260612-231438,2,E3,E9,E11,E12,0.000000
20260612-231438,2,E3,E9,E12,E1,0.000000
20260612-231438,2,E4,E10,E1,E2,-16.500000
20260612-231438,2,E4,E10,E2,E3,44.000000
20260612-231438,2,E4,E10,E5,E6,-10.000000
20260612-231438,2,E4,E10,E6,E7,0.000000
20260612-231438,2,E4,E10,E7,E8,2.000000
20260612-231438,2,E4,E10,E8,E9,8.000000
20260612-231438,2,E4,E10,E11,E12,0.500000
20260612-231438,2,E4,E10,E12,E1,0.000000
20260612-231438,2,E5,E11,E1,E2,-17.500000
20260612-231438,2,E5,E11,E2,E3,44.000000
20260612-231438,2,E5,E11,E3,E4,-16.000000
20260612-231438,2,E5,E11,E6,E7,0.000000
20260612-231438,2,E5,E11,E7,E8,2.000000
20260612-231438,2,E5,E11,E8,E9,8.000000
20260612-231438,2,E5,E11,E9,E10,66.000000
20260612-231438,2,E5,E11,E12,E1,0.000000
20260612-231438,2,E6,E12,E1,E2,-17.500000
20260612-231438,2,E6,E12,E2,E3,44.000000
20260612-231438,2,E6,E12,E3,E4,-16.500000
20260612-231438,2,E6,E12,E4,E5,10.000000
20260612-231438,2,E6,E12,E7,E8,2.000000
20260612-231438,2,E6,E12,E8,E9,8.000000
20260612-231438,2,E6,E12,E9,E10,67.500000
20260612-231438,2,E6,E12,E10,E11,134.000000
20260612-231438,2,E7,E1,E2,E3,44.500000
20260612-231438,2,E7,E1,E3,E4,-17.500000
20260612-231438,2,E7,E1,E4,E5,10.000000
20260612-231438,2,E7,E1,E5,E6,-10.000000
20260612-231438,2,E7,E1,E8,E9,8.000000
20260612-231438,2,E7,E1,E9,E10,68.000000
20260612-231438,2,E7,E1,E10,E11,134.000000
20260612-231438,2,E7,E1,E11,E12,0.000000
20260612-231438,2,E8,E2,E3,E4,-17.500000
20260612-231438,2,E8,E2,E4,E5,10.000000
20260612-231438,2,E8,E2,E5,E6,-11.000000
20260612-231438,2,E8,E2,E6,E7,0.000000
20260612-231438,2,E8,E2,E9,E10,68.000000
20260612-231438,2,E8,E2,E10,E11,135.000000
20260612-231438,2,E8,E2,E11,E12,0.000000
20260612-231438,2,E8,E2,E12,E1,0.000000
20260612-231438,2,E9,E3,E1,E2,-18.000000
20260612-231438,2,E9,E3,E4,E5,10.000000
20260612-231438,2,E9,E3,E5,E6,-11.000000
20260612-231438,2,E9,E3,E6,E7,0.000000
20260612-231438,2,E9,E3,E7,E8,2.000000
20260612-231438,2,E9,E3,E10,E11,135.500000
20260612-231438,2,E9,E3,E11,E12,0.500000
20260612-231438,2,E9,E3,E12,E1,0.000000
20260612-231438,2,E10,E4,E1,E2,-18.000000
20260612-231438,2,E10,E4,E2,E3,46.000000
20260612-231438,2,E10,E4,E5,E6,-10.500000
20260612-231438,2,E10,E4,E6,E7,0.000000
20260612-231438,2,E10,E4,E7,E8,2.000000
20260612-231438,2,E10,E4,E8,E9,8.000000
20260612-231438,2,E10,E4,E11,E12,0.000000
20260612-231438,2,E10,E4,E12,E1,0.000000
20260612-231438,2,E11,E5,E1,E2,-16.500000
20260612-231438,2,E11,E5,E2,E3,46.000000
20260612-231438,2,E11,E5,E3,E4,-18.000000
20260612-231438,2,E11,E5,E6,E7,0.500000
20260612-231438,2,E11,E5,E7,E8,2.000000
20260612-231438,2,E11,E5,E8,E9,8.500000
20260612-231438,2,E11,E5,E9,E10,69.000000
20260612-231438,2,E11,E5,E12,E1,0.000000
20260612-231438,2,E12,E6,E1,E2,-18.000000
20260612-231438,2,E12,E6,E2,E3,46.000000
20260612-231438,2,E12,E6,E3,E4,-18.000000
20260612-231438,2,E12,E6,E4,E5,10.000000
20260612-231438,2,E12,E6,E7,E8,2.000000
20260612-231438,2,E12,E6,E8,E9,8.000000
20260612-231438,2,E12,E6,E9,E10,70.500000
20260612-231438,2,E12,E6,E10,E11,136.000000
20260612-231438,3,E1,E7,E2,E3,45.000000
20260612-231438,3,E1,E7,E3,E4,-16.000000
20260612-231438,3,E1,E7,E4,E5,10.000000
20260612-231438,3,E1,E7,E5,E6,-10.000000
20260612-231438,3,E1,E7,E8,E9,8.000000
20260612-231438,3,E1,E7,E9,E10,66.500000
20260612-231438,3,E1,E7,E10,E11,133.000000
20260612-231438,3,E1,E7,E11,E12,0.000000
20260612-231438,3,E2,E8,E3,E4,-17.500000
20260612-231438,3,E2,E8,E4,E5,10.000000
20260612-231438,3,E2,E8,E5,E6,-10.000000
20260612-231438,3,E2,E8,E6,E7,0.000000
20260612-231438,3,E2,E8,E9,E10,68.000000
20260612-231438,3,E2,E8,E10,E11,134.500000
20260612-231438,3,E2,E8,E11,E12,0.000000
20260612-231438,3,E2,E8,E12,E1,0.000000
20260612-231438,3,E3,E9,E1,E2,-18.000000
20260612-231438,3,E3,E9,E4,E5,10.000000
20260612-231438,3,E3,E9,E5,E6,-11.000000
20260612-231438,3,E3,E9,E6,E7,0.000000
20260612-231438,3,E3,E9,E7,E8,2.000000
20260612-231438,3,E3,E9,E10,E11,135.500000
20260612-231438,3,E3,E9,E11,E12,0.500000
20260612-231438,3,E3,E9,E12,E1,0.000000
20260612-231438,3,E4,E10,E1,E2,-18.000000
20260612-231438,3,E4,E10,E2,E3,46.000000
20260612-231438,3,E4,E10,E5,E6,-11.500000
20260612-231438,3,E4,E10,E6,E7,0.000000
20260612-231438,3,E4,E10,E7,E8,2.000000
20260612-231438,3,E4,E10,E8,E9,8.000000
20260612-231438,3,E4,E10,E11,E12,1.000000
20260612-231438,3,E4,E10,E12,E1,0.000000
20260612-231438,3,E5,E11,E1,E2,-18.000000
20260612-231438,3,E5,E11,E2,E3,46.000000
20260612-231438,3,E5,E11,E3,E4,-18.000000
20260612-231438,3,E5,E11,E6,E7,0.000000
20260612-231438,3,E5,E11,E7,E8,2.000000
20260612-231438,3,E5,E11,E8,E9,8.000000
20260612-231438,3,E5,E11,E9,E10,70.000000
20260612-231438,3,E5,E11,E12,E1,0.000000
20260612-231438,3,E6,E12,E1,E2,-18.000000
20260612-231438,3,E6,E12,E2,E3,46.000000
20260612-231438,3,E6,E12,E3,E4,-18.000000
20260612-231438,3,E6,E12,E4,E5,10.000000
20260612-231438,3,E6,E12,E7,E8,2.000000
20260612-231438,3,E6,E12,E8,E9,8.000000
20260612-231438,3,E6,E12,E9,E10,70.000000
20260612-231438,3,E6,E12,E10,E11,137.000000
20260612-231438,3,E7,E1,E2,E3,46.000000
20260612-231438,3,E7,E1,E3,E4,-18.000000
20260612-231438,3,E7,E1,E4,E5,10.000000
20260612-231438,3,E7,E1,E5,E6,-11.500000
