run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-223515,0,E1,E7,E2,E3,74.000000
20260612-223515,0,E1,E7,E3,E4,-42.500000
20260612-223515,0,E1,E7,E4,E5,8.000000
20260612-223515,0,E1,E7,E5,E6,-14.000000
20260612-223515,0,E1,E7,E8,E9,12.000000
20260612-223515,0,E1,E7,E9,E10,137.000000
20260612-223515,0,E1,E7,E10,E11,177.500000
20260612-223515,0,E1,E7,E11,E12,1.500000
20260612-223515,0,E2,E8,E3,E4,-42.500000
20260612-223515,0,E2,E8,E4,E5,8.000000
20260612-223515,0,E2,E8,E5,E6,-14.000000
20260612-223515,0,E2,E8,E6,E7,-6.000000
20260612-223515,0,E2,E8,E9,E10,136.500000
20260612-223515,0,E2,E8,E10,E11,177.000000
20260612-223515,0,E2,E8,E11,E12,2.000000
20260612-223515,0,E2,E8,E12,E1,0.000000
20260612-223515,0,E3,E9,E1,E2,-28.000000
20260612-223515,0,E3,E9,E4,E5,8.000000
20260612-223515,0,E3,E9,E5,E6,-13.500000
20260612-223515,0,E3,E9,E6,E7,-6.500000
20260612-223515,0,E3,E9,E7,E8,8.000000
20260612-223515,0,E3,E9,E10,E11,178.000000
20260612-223515,0,E3,E9,E11,E12,2.000000
20260612-223515,0,E3,E9,E12,E1,0.000000
20260612-223515,0,E4,E10,E1,E2,-28.000000
20260612-223515,0,E4,E10,E2,E3,74.000000
20260612-223515,0,E4,E10,E5,E6,-14.000000
20260612-223515,0,E4,E10,E6,E7,-6.000000
20260612-223515,0,E4,E10,E7,E8,8.000000
20260612-223515,0,E4,E10,E8,E9,12.000000
20260612-223515,0,E4,E10,E11,E12,1.500000
20260612-223515,0,E4,E10,E12,E1,0.000000
20260612-223515,0,E5,E11,E1,E2,-28.000000
20260612-223515,0,E5,E11,E2,E3,74.000000
20260612-223515,0,E5,E11,E3,E4,-42.500000
20260612-223515,0,E5,E11,E6,E7,-6.000000
20260612-223515,0,E5,E11,E7,E8,8.000000
20260612-223515,0,E5,E11,E8,E9,12.000000
20260612-223515,0,E5,E11,E9,E10,137.000000
20260612-223515,0,E5,E11,E12,E1,0.000000
20260612-223515,0,E6,E12,E1,E2,-28.000000
20260612-223515,0,E6,E12,E2,E3,74.000000
20260612-223515,0,E6,E12,E3,E4,-42.500000
20260612-223515,0,E6,E12,E4,E5,8.000000
20260612-223515,0,E6,E12,E7,E8,8.500000
20260612-223515,0,E6,E12,E8,E9,12.000000
