run_id,frame_index,i_plus,i_minus,v_plus,v_minus,voltage_mv
20260612-130434,0,E1,E7,E2,E3,31.000000
20260612-130434,0,E1,E7,E3,E4,-10.000000
20260612-130434,0,E1,E7,E4,E5,-8.000000
20260612-130434,0,E1,E7,E5,E6,-54.500000
20260612-130434,0,E1,E7,E8,E9,13.500000
20260612-130434,0,E1,E7,E9,E10,-61.500000
20260612-130434,0,E1,E7,E10,E11,5.000000
20260612-130434,0,E1,E7,E11,E12,26.000000
20260612-130434,0,E2,E8,E3,E4,3.500000
20260612-130434,0,E2,E8,E4,E5,-8.000000
20260612-130434,0,E2,E8,E5,E6,-58.000000
20260612-130434,0,E2,E8,E6,E7,-62.000000
20260612-130434,0,E2,E8,E9,E10,-66.000000
20260612-130434,0,E2,E8,E10,E11,-130.000000
20260612-130434,0,E2,E8,E11,E12,27.500000
20260612-130434,0,E2,E8,E12,E1,-12.000000
20260612-130434,0,E3,E9,E1,E2,-56.000000
20260612-130434,0,E3,E9,E4,E5,-8.000000
20260612-130434,0,E3,E9,E5,E6,-60.500000
20260612-130434,0,E3,E9,E6,E7,-64.000000
20260612-130434,0,E3,E9,E7,E8,112.500000
20260612-130434,0,E3,E9,E10,E11,-135.500000
20260612-130434,0,E3,E9,E11,E12,26.000000
20260612-130434,0,E3,E9,E12,E1,-13.000000
20260612-130434,0,E4,E10,E1,E2,-58.000000
20260612-130434,0,E4,E10,E2,E3,-120.000000
20260612-130434,0,E4,E10,E5,E6,-62.000000
20260612-130434,0,E4,E10,E6,E7,-66.000000
20260612-130434,0,E4,E10,E7,E8,114.000000
20260612-130434,0,E4,E10,E8,E9,14.000000
20260612-130434,0,E4,E10,E11,E12,26.000000
20260612-130434,0,E4,E10,E12,E1,-14.000000
20260612-130434,0,E5,E11,E1,E2,-59.000000
20260612-130434,0,E5,E11,E2,E3,-122.000000
20260612-130434,0,E5,E11,E3,E4,-12.000000
20260612-130434,0,E5,E11,E6,E7,-66.000000
20260612-130434,0,E5,E11,E7,E8,116.000000
20260612-130434,0,E5,E11,E8,E9,14.000000
20260612-130434,0,E5,E11,E9,E10,-72.000000
20260612-130434,0,E5,E11,E12,E1,-14.000000
20260612-130434,0,E6,E12,E1,E2,-60.500000
20260612-130434,0,E6,E12,E2,E3,-123.000000
20260612-130434,0,E6,E12,E3,E4,-12.000000
20260612-130434,0,E6,E12,E4,E5,-9.500000
20260612-130434,0,E6,E12,E7,E8,117.500000
20260612-130434,0,E6,E12,E8,E9,14.000000
20260612-130434,0,E6,E12,E9,E10,-73.000000
20260612-130434,0,E6,E12,E10,E11,-142.500000
20260612-130434,0,E7,E1,E2,E3,-124.000000
20260612-130434,0,E7,E1,E3,E4,-12.500000
20260612-130434,0,E7,E1,E4,E5,-10.000000
20260612-130434,0,E7,E1,E5,E6,-66.000000
20260612-130434,0,E7,E1,E8,E9,15.000000
20260612-130434,0,E7,E1,E9,E10,-74.000000
20260612-130434,0,E7,E1,E10,E11,-144.000000
20260612-130434,0,E7,E1,E11,E12,27.000000
20260612-130434,0,E8,E2,E3,E4,-12.500000
20260612-130434,0,E8,E2,E4,E5,-9.500000
20260612-130434,0,E8,E2,E5,E6,-66.000000
20260612-130434,0,E8,E2,E6,E7,-34.000000
20260612-130434,0,E8,E2,E9,E10,-74.000000
20260612-130434,0,E8,E2,E10,E11,-116.000000
20260612-130434,0,E8,E2,E11,E12,26.500000
20260612-130434,0,E8,E2,E12,E1,-14.500000
20260612-130434,0,E9,E3,E1,E2,780.000000
20260612-130434,0,E9,E3,E4,E5,-51.500000
20260612-130434,0,E9,E3,E5,E6,-78.000000
20260612-130434,0,E9,E3,E6,E7,-68.000000
20260612-130434,0,E9,E3,E7,E8,112.000000
20260612-130434,0,E9,E3,E10,E11,-131.000000
20260612-130434,0,E9,E3,E11,E12,45.000000
20260612-130434,0,E9,E3,E12,E1,122.000000
20260612-130434,0,E10,E4,E1,E2,346.500000
20260612-130434,0,E10,E4,E2,E3,-125.000000
20260612-130434,0,E10,E4,E5,E6,-68.500000
20260612-130434,0,E10,E4,E6,E7,-67.500000
20260612-130434,0,E10,E4,E7,E8,120.000000
20260612-130434,0,E10,E4,E8,E9,16.000000
20260612-130434,0,E10,E4,E11,E12,28.000000
20260612-130434,0,E10,E4,E12,E1,-6.000000
20260612-130434,0,E11,E5,E1,E2,206.000000
20260612-130434,0,E11,E5,E2,E3,-128.000000
20260612-130434,0,E11,E5,E3,E4,-50.500000
20260612-130434,0,E11,E5,E6,E7,-68.000000
20260612-130434,0,E11,E5,E7,E8,120.500000
20260612-130434,0,E11,E5,E8,E9,27.000000
20260612-130434,0,E11,E5,E9,E10,-78.000000
20260612-130434,0,E11,E5,E12,E1,-3.000000
20260612-130434,0,E12,E6,E1,E2,0.500000
20260612-130434,0,E12,E6,E2,E3,-5.500000
20260612-130434,0,E12,E6,E3,E4,-10.000000
20260612-130434,0,E12,E6,E4,E5,4.000000
20260612-130434,0,E12,E6,E7,E8,-48.500000
20260612-130434,0,E12,E6,E8,E9,28.000000
20260612-130434,0,E12,E6,E9,E10,2300.000000
20260612-130434,0,E12,E6,E10,E11,45.500000
20260612-130434,1,E1,E7,E2,E3,-11.000000
20260612-130434,1,E1,E7,E3,E4,-28.500000
20260612-130434,1,E1,E7,E4,E5,-9.500000
20260612-130434,1,E1,E7,E5,E6,-14.000000
20260612-130434,1,E1,E7,E8,E9,17.500000
20260612-130434,1,E1,E7,E9,E10,-24.000000
20260612-130434,1,E1,E7,E10,E11,-151.500000
20260612-130434,1,E1,E7,E11,E12,28.000000
20260612-130434,1,E2,E8,E3,E4,-28.000000
20260612-130434,1,E2,E8,E4,E5,-10.000000
20260612-130434,1,E2,E8,E5,E6,-24.000000
20260612-130434,1,E2,E8,E6,E7,-108.500000
20260612-130434,1,E2,E8,E9,E10,-34.000000
20260612-130434,1,E2,E8,E10,E11,-144.000000
20260612-130434,1,E2,E8,E11,E12,29.500000
20260612-130434,1,E2,E8,E12,E1,-3.000000
20260612-130434,1,E3,E9,E1,E2,6.500000
20260612-130434,1,E3,E9,E4,E5,-10.000000
20260612-130434,1,E3,E9,E5,E6,-32.000000
20260612-130434,1,E3,E9,E6,E7,-104.000000
20260612-130434,1,E3,E9,E7,E8,120.000000
20260612-130434,1,E3,E9,E10,E11,-147.000000
20260612-130434,1,E3,E9,E11,E12,28.000000
20260612-130434,1,E3,E9,E12,E1,-6.000000
20260612-130434,1,E4,E10,E1,E2,-2.000000
20260612-130434,1,E4,E10,E2,E3,-128.000000
20260612-130434,1,E4,E10,E5,E6,-38.000000
20260612-130434,1,E4,E10,E6,E7,-100.000000
20260612-130434,1,E4,E10,E7,E8,121.000000
20260612-130434,1,E4,E10,E8,E9,18.000000
20260612-130434,1,E4,E10,E11,E12,28.000000
20260612-130434,1,E4,E10,E12,E1,-6.000000
20260612-130434,1,E5,E11,E1,E2,-8.000000
