frame_index,frame_id,pattern,dac_code,settle_ms,sample_count,record_index,polarity,i_plus,i_minus,v_plus,v_minus,voltage_mv,current_ua,quality
0,6,adjacent,100,30,16,0,FWD,E1,E2,E3,E4,-6.102000,141.168000,OK
0,6,adjacent,100,30,16,1,REV,E2,E1,E3,E4,16.422000,158.724000,OK
0,6,adjacent,100,30,16,2,FWD,E1,E2,E4,E5,-72.227000,142.764000,OK
0,6,adjacent,100,30,16,3,REV,E2,E1,E4,E5,113.945000,156.569000,OK
0,6,adjacent,100,30,16,4,FWD,E1,E2,E5,E6,82.430000,143.641000,OK
0,6,adjacent,100,30,16,5,REV,E2,E1,E5,E6,-61.406000,156.888000,OK
0,6,adjacent,100,30,16,6,FWD,E1,E2,E6,E7,9.008000,144.360000,OK
0,6,adjacent,100,30,16,7,REV,E2,E1,E6,E7,10.539000,156.649000,OK
0,6,adjacent,100,30,16,8,FWD,E1,E2,E7,E8,0.000000,144.120000,OK
0,6,adjacent,100,30,16,9,REV,E2,E1,E7,E8,0.000000,156.888000,OK
0,6,adjacent,100,30,16,10,FWD,E1,E2,E8,E9,-55.203000,144.599000,OK
0,6,adjacent,100,30,16,11,REV,E2,E1,E8,E9,-53.617000,156.250000,OK
0,6,adjacent,100,30,16,12,FWD,E1,E2,E9,E10,3.672000,143.641000,OK
0,6,adjacent,100,30,16,13,REV,E2,E1,E9,E10,6.297000,156.888000,OK
0,6,adjacent,100,30,16,14,FWD,E1,E2,E10,E11,-77.766000,144.599000,OK
0,6,adjacent,100,30,16,15,REV,E2,E1,E10,E11,-84.758000,156.330000,OK
0,6,adjacent,100,30,16,16,FWD,E1,E2,E11,E12,-118.359000,144.040000,OK
0,6,adjacent,100,30,16,17,REV,E2,E1,E11,E12,-125.453000,155.931000,OK
0,6,adjacent,100,30,16,18,FWD,E2,E3,E4,E5,-6.508000,148.190000,OK
0,6,adjacent,100,30,16,19,REV,E3,E2,E4,E5,46.719000,154.175000,OK
0,6,adjacent,100,30,16,20,FWD,E2,E3,E5,E6,-67.922000,149.866000,OK
0,6,adjacent,100,30,16,21,REV,E3,E2,E5,E6,93.922000,153.138000,OK
0,6,adjacent,100,30,16,22,FWD,E2,E3,E6,E7,8.578000,150.584000,OK
0,6,adjacent,100,30,16,23,REV,E3,E2,E6,E7,10.938000,153.297000,OK
0,6,adjacent,100,30,16,24,FWD,E2,E3,E7,E8,0.000000,150.664000,OK
0,6,adjacent,100,30,16,25,REV,E3,E2,E7,E8,0.000000,153.218000,OK
