frame_index,frame_id,pattern,dac_code,settle_ms,sample_count,record_index,polarity,i_plus,i_minus,v_plus,v_minus,voltage_mv,current_ua,quality
0,6,adjacent,400,30,16,0,FWD,E1,E2,E3,E4,7.539000,93.606000,OK
0,6,adjacent,400,30,16,1,REV,E2,E1,E3,E4,13.680000,261.906000,OK
0,6,adjacent,400,30,16,2,FWD,E1,E2,E4,E5,-3.781000,225.916000,OK
0,6,adjacent,400,30,16,3,REV,E2,E1,E4,E5,0.125000,236.609000,OK
0,6,adjacent,400,30,16,4,FWD,E1,E2,E5,E6,-41.164000,235.253000,OK
0,6,adjacent,400,30,16,5,REV,E2,E1,E5,E6,-37.469000,233.896000,OK
0,6,adjacent,400,30,16,6,FWD,E1,E2,E6,E7,4.062000,237.647000,OK
0,6,adjacent,400,30,16,7,REV,E2,E1,E6,E7,8.250000,233.098000,OK
0,6,adjacent,400,30,16,8,FWD,E1,E2,E7,E8,14.297000,237.567000,OK
0,6,adjacent,400,30,16,9,REV,E2,E1,E7,E8,17.203000,232.859000,OK
0,6,adjacent,400,30,16,10,FWD,E1,E2,E8,E9,46.266000,238.126000,OK
0,6,adjacent,400,30,16,11,REV,E2,E1,E8,E9,49.367000,233.018000,OK
0,6,adjacent,400,30,16,12,FWD,E1,E2,E9,E10,-45.219000,239.003000,OK
0,6,adjacent,400,30,16,13,REV,E2,E1,E9,E10,-41.672000,233.098000,OK
0,6,adjacent,400,30,16,14,FWD,E1,E2,E10,E11,21.117000,238.604000,OK
0,6,adjacent,400,30,16,15,REV,E2,E1,E10,E11,27.250000,233.018000,OK
0,6,adjacent,400,30,16,16,FWD,E1,E2,E11,E12,-0.781000,238.924000,OK
0,6,adjacent,400,30,16,17,REV,E2,E1,E11,E12,11.375000,233.657000,OK
0,6,adjacent,400,30,16,18,FWD,E2,E3,E4,E5,-4.500000,100.549000,OK
0,6,adjacent,400,30,16,19,REV,E3,E2,E4,E5,2.828000,273.637000,OK
0,6,adjacent,400,30,16,20,FWD,E2,E3,E5,E6,-42.453000,209.238000,OK
0,6,adjacent,400,30,16,21,REV,E3,E2,E5,E6,-37.328000,239.881000,OK
0,6,adjacent,400,30,16,22,FWD,E2,E3,E6,E7,3.023000,220.968000,OK
0,6,adjacent,400,30,16,23,REV,E3,E2,E6,E7,8.258000,233.737000,OK
0,6,adjacent,400,30,16,24,FWD,E2,E3,E7,E8,12.891000,223.203000,OK
0,6,adjacent,400,30,16,25,REV,E3,E2,E7,E8,16.195000,232.779000,OK
0,6,adjacent,400,30,16,26,FWD,E2,E3,E8,E9,49.273000,223.921000,OK
0,6,adjacent,400,30,16,27,REV,E3,E2,E8,E9,52.086000,232.699000,OK
0,6,adjacent,400,30,16,28,FWD,E2,E3,E9,E10,-46.273000,224.480000,OK
0,6,adjacent,400,30,16,29,REV,E3,E2,E9,E10,-43.727000,231.662000,OK
0,6,adjacent,400,30,16,30,FWD,E2,E3,E10,E11,19.031000,224.958000,OK
0,6,adjacent,400,30,16,31,REV,E3,E2,E10,E11,22.992000,232.300000,OK
0,6,adjacent,400,30,16,32,FWD,E2,E3,E11,E12,-1.484000,224.958000,OK
0,6,adjacent,400,30,16,33,REV,E3,E2,E11,E12,5.859000,231.901000,OK
0,6,adjacent,400,30,16,34,FWD,E2,E3,E12,E1,4.273000,224.639000,OK
0,6,adjacent,400,30,16,35,REV,E3,E2,E12,E1,14.023000,232.061000,OK
0,6,adjacent,400,30,16,36,FWD,E3,E4,E1,E2,10.766000,78.285000,OK
0,6,adjacent,400,30,16,37,REV,E4,E3,E1,E2,6.906000,248.580000,OK
0,6,adjacent,400,30,16,38,FWD,E3,E4,E5,E6,-43.609000,201.337000,OK
0,6,adjacent,400,30,16,39,REV,E4,E3,E5,E6,-33.117000,221.846000,OK
0,6,adjacent,400,30,16,40,FWD,E3,E4,E6,E7,2.086000,211.712000,OK
0,6,adjacent,400,30,16,41,REV,E4,E3,E6,E7,8.805000,218.415000,OK
0,6,adjacent,400,30,16,42,FWD,E3,E4,E7,E8,11.633000,214.185000,OK
0,6,adjacent,400,30,16,43,REV,E4,E3,E7,E8,15.508000,217.936000,OK
0,6,adjacent,400,30,16,44,FWD,E3,E4,E8,E9,52.563000,214.505000,OK
