frame_index,frame_id,pattern,dac_code,settle_ms,sample_count,record_index,polarity,i_plus,i_minus,v_plus,v_minus,voltage_mv,current_ua,quality
0,6,adjacent,400,30,16,0,FWD,E1,E2,E3,E4,-43.609000,477.767000,OK
0,6,adjacent,400,30,16,1,REV,E2,E1,E3,E4,43.852000,479.683000,OK
0,6,adjacent,400,30,16,2,FWD,E1,E2,E4,E5,-78.609000,476.969000,OK
0,6,adjacent,400,30,16,3,REV,E2,E1,E4,E5,79.063000,478.885000,OK
0,6,adjacent,400,30,16,4,FWD,E1,E2,E5,E6,26.375000,477.847000,OK
0,6,adjacent,400,30,16,5,REV,E2,E1,E5,E6,-26.320000,479.523000,OK
0,6,adjacent,400,30,16,6,FWD,E1,E2,E6,E7,-8.797000,477.767000,OK
0,6,adjacent,400,30,16,7,REV,E2,E1,E6,E7,8.781000,479.363000,OK
0,6,adjacent,400,30,16,8,FWD,E1,E2,E7,E8,-8.750000,477.767000,OK
0,6,adjacent,400,30,16,9,REV,E2,E1,E7,E8,8.805000,479.284000,OK
0,6,adjacent,400,30,16,10,FWD,E1,E2,E8,E9,-8.766000,477.927000,OK
0,6,adjacent,400,30,16,11,REV,E2,E1,E8,E9,8.797000,479.363000,OK
0,6,adjacent,400,30,16,12,FWD,E1,E2,E9,E10,-8.570000,477.847000,OK
0,6,adjacent,400,30,16,13,REV,E2,E1,E9,E10,8.617000,479.124000,OK
0,6,adjacent,400,30,16,14,FWD,E1,E2,E10,E11,-33.711000,477.368000,OK
0,6,adjacent,400,30,16,15,REV,E2,E1,E10,E11,-53.508000,479.443000,OK
0,6,adjacent,400,30,16,16,FWD,E1,E2,E11,E12,-36.773000,477.767000,OK
0,6,adjacent,400,30,16,17,REV,E2,E1,E11,E12,-58.438000,479.124000,OK
0,6,adjacent,400,30,16,18,FWD,E2,E3,E4,E5,-78.945000,479.124000,OK
0,6,adjacent,400,30,16,19,REV,E3,E2,E4,E5,78.977000,478.965000,OK
0,6,adjacent,400,30,16,20,FWD,E2,E3,E5,E6,-79.258000,478.885000,OK
0,6,adjacent,400,30,16,21,REV,E3,E2,E5,E6,79.266000,479.044000,OK
0,6,adjacent,400,30,16,22,FWD,E2,E3,E6,E7,-8.836000,479.204000,OK
0,6,adjacent,400,30,16,23,REV,E3,E2,E6,E7,8.859000,478.565000,OK
0,6,adjacent,400,30,16,24,FWD,E2,E3,E7,E8,-8.813000,479.284000,OK
0,6,adjacent,400,30,16,25,REV,E3,E2,E7,E8,8.813000,479.044000,OK
0,6,adjacent,400,30,16,26,FWD,E2,E3,E8,E9,-8.859000,479.284000,OK
0,6,adjacent,400,30,16,27,REV,E3,E2,E8,E9,8.867000,478.805000,OK
0,6,adjacent,400,30,16,28,FWD,E2,E3,E9,E10,-8.648000,478.645000,OK
0,6,adjacent,400,30,16,29,REV,E3,E2,E9,E10,8.633000,479.044000,OK
0,6,adjacent,400,30,16,30,FWD,E2,E3,E10,E11,-35.086000,479.204000,OK
0,6,adjacent,400,30,16,31,REV,E3,E2,E10,E11,-53.203000,478.406000,OK
0,6,adjacent,400,30,16,32,FWD,E2,E3,E11,E12,-38.852000,478.965000,OK
0,6,adjacent,400,30,16,33,REV,E3,E2,E11,E12,-59.086000,479.044000,OK
0,6,adjacent,400,30,16,34,FWD,E2,E3,E12,E1,-8.734000,479.284000,OK
0,6,adjacent,400,30,16,35,REV,E3,E2,E12,E1,8.758000,478.885000,OK
0,6,adjacent,400,30,16,36,FWD,E3,E4,E1,E2,-8.688000,480.561000,OK
0,6,adjacent,400,30,16,37,REV,E4,E3,E1,E2,8.734000,480.880000,OK
0,6,adjacent,400,30,16,38,FWD,E3,E4,E5,E6,-77.742000,479.922000,OK
0,6,adjacent,400,30,16,39,REV,E4,E3,E5,E6,77.883000,480.561000,OK
0,6,adjacent,400,30,16,40,FWD,E3,E4,E6,E7,-8.672000,480.321000,OK
0,6,adjacent,400,30,16,41,REV,E4,E3,E6,E7,8.727000,481.039000,OK
0,6,adjacent,400,30,16,42,FWD,E3,E4,E7,E8,-8.695000,480.162000,OK
0,6,adjacent,400,30,16,43,REV,E4,E3,E7,E8,8.688000,481.119000,OK
0,6,adjacent,400,30,16,44,FWD,E3,E4,E8,E9,-8.703000,479.842000,OK
0,6,adjacent,400,30,16,45,REV,E4,E3,E8,E9,8.742000,480.800000,OK
0,6,adjacent,400,30,16,46,FWD,E3,E4,E9,E10,-8.508000,480.082000,OK
0,6,adjacent,400,30,16,47,REV,E4,E3,E9,E10,8.516000,481.039000,OK
0,6,adjacent,400,30,16,48,FWD,E3,E4,E10,E11,-38.570000,480.162000,OK
0,6,adjacent,400,30,16,49,REV,E4,E3,E10,E11,-51.203000,480.720000,OK
0,6,adjacent,400,30,16,50,FWD,E3,E4,E11,E12,-41.148000,480.720000,OK
0,6,adjacent,400,30,16,51,REV,E4,E3,E11,E12,-56.602000,480.800000,OK
0,6,adjacent,400,30,16,52,FWD,E3,E4,E12,E1,-8.539000,479.842000,OK
0,6,adjacent,400,30,16,53,REV,E4,E3,E12,E1,8.609000,480.800000,OK
0,6,adjacent,400,30,16,54,FWD,E4,E5,E1,E2,-8.711000,480.720000,OK
0,6,adjacent,400,30,16,55,REV,E5,E4,E1,E2,8.758000,480.082000,OK
0,6,adjacent,400,30,16,56,FWD,E4,E5,E2,E3,60.516000,480.561000,OK
0,6,adjacent,400,30,16,57,REV,E5,E4,E2,E3,-60.398000,480.481000,OK
0,6,adjacent,400,30,16,58,FWD,E4,E5,E6,E7,-8.688000,480.002000,OK
0,6,adjacent,400,30,16,59,REV,E5,E4,E6,E7,8.695000,480.162000,OK
0,6,adjacent,400,30,16,60,FWD,E4,E5,E7,E8,-8.695000,480.880000,OK
0,6,adjacent,400,30,16,61,REV,E5,E4,E7,E8,8.680000,480.162000,OK
0,6,adjacent,400,30,16,62,FWD,E4,E5,E8,E9,-8.703000,480.640000,OK
0,6,adjacent,400,30,16,63,REV,E5,E4,E8,E9,8.711000,480.002000,OK
0,6,adjacent,400,30,16,64,FWD,E4,E5,E9,E10,-8.500000,480.960000,OK
0,6,adjacent,400,30,16,65,REV,E5,E4,E9,E10,8.492000,480.241000,OK
0,6,adjacent,400,30,16,66,FWD,E4,E5,E10,E11,-38.703000,480.561000,OK
0,6,adjacent,400,30,16,67,REV,E5,E4,E10,E11,-50.828000,480.002000,OK
0,6,adjacent,400,30,16,68,FWD,E4,E5,E11,E12,-41.180000,480.321000,OK
0,6,adjacent,400,30,16,69,REV,E5,E4,E11,E12,-55.914000,480.241000,OK
0,6,adjacent,400,30,16,70,FWD,E4,E5,E12,E1,-8.602000,480.241000,OK
0,6,adjacent,400,30,16,71,REV,E5,E4,E12,E1,8.609000,480.241000,OK
0,6,adjacent,400,30,16,72,FWD,E5,E6,E1,E2,-8.758000,477.767000,OK
0,6,adjacent,400,30,16,73,REV,E6,E5,E1,E2,8.773000,477.688000,OK
